Current generation: 0 Number of solutions: 1000 Number of species: 1 Number of active species: 1 Has fitness improved: no Number of generations without improvement: 0 Average fitness: 0.160572 Best fitness: 0.199371 Innovation number: 0 Average genome size: 3.000000 Average connection genes: 0.000000 Average field genes: 3.000000 Best solution: [solution 931 [ fit.: 0.199371, part.: (0.000000, 0.000000, 0.000000, 0.996856, ), spec.: 0, adj.fit.: 0.000199, age: 0, parents (0, 0), genome ( 3 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), } connection genes {}, last mutations{}]]
Current generation: 1 Number of solutions: 1000 Number of species: 1 Number of active species: 1 Has fitness improved: no Number of generations without improvement: 1 Average fitness: 0.207895 Best fitness: 0.595688 Innovation number: 1 Average genome size: 3.146000 Average connection genes: 0.146000 Average field genes: 3.000000 Best solution: [solution 1266 [ fit.: 0.595688, part.: (0.904935, 0.936016, 0.000000, 0.677249, ), spec.: 0, adj.fit.: 0.000596, age: 0, parents (602, 900), genome ( 3 field genes, 1 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), } connection genes {cg (1-3, innov: 1, enabled: true), }, last mutations{[fg 2 (fg nf tau -5.000000)(fg nf rest. lvl. -0.500000)] [fg 3 (fg gk width -0.500000)] (added cg 1-3 innov.1)[cg 1-3 (cg to excitatory)]  (mutated)}]]
Current generation: 2 Number of solutions: 1000 Number of species: 1 Number of active species: 1 Has fitness improved: no Number of generations without improvement: 2 Average fitness: 0.248079 Best fitness: 0.714199 Innovation number: 3 Average genome size: 3.398000 Average connection genes: 0.398000 Average field genes: 3.000000 Best solution: [solution 2742 [ fit.: 0.714199, part.: (0.000000, 0.931184, 0.945003, 0.989512, ), spec.: 0, adj.fit.: 0.000714, age: 0, parents (1259, 1181), genome ( 3 field genes, 2 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), } connection genes {cg (2-3, innov: 0, enabled: true), cg (1-3, innov: 3, enabled: true), }, last mutations{[fg 1 (fg gk amp.-0.500000)] [fg 2 (fg gk width -0.500000)(fg gk amp.-0.500000)] (added cg 1-3 innov.3) (mutated)}]]
Current generation: 3 Number of solutions: 1000 Number of species: 2 Number of active species: 2 Has fitness improved: no Number of generations without improvement: 3 Average fitness: 0.329795 Best fitness: 0.729060 Innovation number: 7 Average genome size: 3.830000 Average connection genes: 0.829000 Average field genes: 3.001000 Best solution: [solution 3440 [ fit.: 0.729060, part.: (0.963547, 0.000000, 0.964237, 0.994510, ), spec.: 0, adj.fit.: 0.000730, age: 0, parents (2027, 2621), genome ( 3 field genes, 2 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), } connection genes {cg (1-3, innov: 1, enabled: true), cg (2-3, innov: 7, enabled: true), }, last mutations{[fg 1 (fg gk amp.-0.500000)] [fg 2 (fg nf rest. lvl. -0.500000)] [fg 3 (fg mhk amp. exc. -0.500000)(fg mhk width exc. -0.500000)(fg mhk width inh. -0.500000)] (added cg 2-3 innov.7)[cg 1-3 (cg gk width -0.500000)(cg gk amp.-0.500000)] [cg 2-3 (cg gk width -0.500000)]  (mutated)}]]
Current generation: 4 Number of solutions: 1000 Number of species: 2 Number of active species: 2 Has fitness improved: no Number of generations without improvement: 4 Average fitness: 0.335040 Best fitness: 0.729231 Innovation number: 10 Average genome size: 5.253000 Average connection genes: 1.877000 Average field genes: 3.376000 Best solution: [solution 3440 [ fit.: 0.729231, part.: (0.963540, 0.000000, 0.964332, 0.995233, ), spec.: 0, adj.fit.: 0.001169, age: 1, parents (2027, 2621), genome ( 3 field genes, 2 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), } connection genes {cg (1-3, innov: 1, enabled: true), cg (2-3, innov: 7, enabled: true), }, last mutations{}]]
Current generation: 5 Number of solutions: 1000 Number of species: 2 Number of active species: 2 Has fitness improved: no Number of generations without improvement: 5 Average fitness: 0.367147 Best fitness: 0.743316 Innovation number: 13 Average genome size: 5.178000 Average connection genes: 1.852000 Average field genes: 3.326000 Best solution: [solution 5181 [ fit.: 0.743316, part.: (0.000000, 0.985028, 0.997323, 0.989309, ), spec.: 0, adj.fit.: 0.001101, age: 0, parents (4248, 4063), genome ( 3 field genes, 2 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), } connection genes {cg (2-3, innov: 0, enabled: true), cg (1-3, innov: 8, enabled: true), }, last mutations{[fg 1 (fg gk amp.0.500000)] [fg 2 (mhk to gk)] [cg 2-3 (cg gk width 0.500000)(cg gk amp.0.500000)] [cg 1-3 (cg to mhk)]  (mutated)}]]
Current generation: 6 Number of solutions: 1000 Number of species: 3 Number of active species: 3 Has fitness improved: no Number of generations without improvement: 6 Average fitness: 0.406874 Best fitness: 0.743167 Innovation number: 18 Average genome size: 5.319000 Average connection genes: 1.989000 Average field genes: 3.330000 Best solution: [solution 5181 [ fit.: 0.743167, part.: (0.000000, 0.985055, 0.997327, 0.988525, ), spec.: 0, adj.fit.: 0.001103, age: 1, parents (4248, 4063), genome ( 3 field genes, 2 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), } connection genes {cg (2-3, innov: 0, enabled: true), cg (1-3, innov: 8, enabled: true), }, last mutations{}]]
Current generation: 7 Number of solutions: 1000 Number of species: 4 Number of active species: 4 Has fitness improved: no Number of generations without improvement: 7 Average fitness: 0.441822 Best fitness: 0.745714 Innovation number: 24 Average genome size: 6.600000 Average connection genes: 2.992000 Average field genes: 3.608000 Best solution: [solution 7596 [ fit.: 0.745714, part.: (0.000000, 0.986219, 0.999788, 0.996112, ), spec.: 1, adj.fit.: 0.001522, age: 0, parents (6902, 6971), genome ( 4 field genes, 4 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: false), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), }, last mutations{[fg 1 (fg gk amp.0.500000)(fg gk amp. glob.0.050000)] [fg 2 (fg gk width -0.500000)(fg gk amp.-0.500000)] [fg 3 (fg gk width -0.500000)(fg gk amp.-0.500000)(fg gk amp. glob.-0.050000)] [fg 4 (fg gk width -0.500000)(fg gk amp.-0.500000)] [cg 1-3 (cg gk amp.0.500000)(cg gk amp. glob.0.050000)] [cg 1-4 (cg gk amp. glob.0.050000)] [cg 4-3 (cg gk amp.0.500000)] [cg 2-3 (cg gk amp.0.500000)]  (mutated)}]]
Current generation: 8 Number of solutions: 1000 Number of species: 8 Number of active species: 8 Has fitness improved: no Number of generations without improvement: 8 Average fitness: 0.451905 Best fitness: 0.745749 Innovation number: 29 Average genome size: 7.837000 Average connection genes: 3.876000 Average field genes: 3.961000 Best solution: [solution 7596 [ fit.: 0.745749, part.: (0.000000, 0.986219, 0.999789, 0.996286, ), spec.: 2, adj.fit.: 0.035512, age: 1, parents (6902, 6971), genome ( 4 field genes, 4 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: false), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), }, last mutations{}]]
Current generation: 9 Number of solutions: 1000 Number of species: 16 Number of active species: 16 Has fitness improved: no Number of generations without improvement: 9 Average fitness: 0.415670 Best fitness: 0.745801 Innovation number: 34 Average genome size: 9.275000 Average connection genes: 4.921000 Average field genes: 4.354000 Best solution: [solution 7596 [ fit.: 0.745801, part.: (0.000000, 0.986265, 0.999788, 0.996493, ), spec.: 1, adj.fit.: 0.002847, age: 2, parents (6902, 6971), genome ( 4 field genes, 4 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: false), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), }, last mutations{}]]
Current generation: 10 Number of solutions: 1000 Number of species: 16 Number of active species: 16 Has fitness improved: no Number of generations without improvement: 0 Average fitness: 0.502638 Best fitness: 0.746476 Innovation number: 37 Average genome size: 6.612000 Average connection genes: 3.111000 Average field genes: 3.501000 Best solution: [solution 10918 [ fit.: 0.746476, part.: (0.000000, 0.997547, 0.998857, 0.987159, ), spec.: 0, adj.fit.: 0.001493, age: 0, parents (9148, 9007), genome ( 3 field genes, 2 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), } connection genes {cg (2-3, innov: 0, enabled: true), cg (1-3, innov: 8, enabled: true), }, last mutations{[fg 1 (fg nf tau 5.000000)(fg nf rest. lvl. 0.500000)] [fg 2 (fg gk width -0.500000)(fg gk amp.-0.500000)]  (mutated)}]]
Current generation: 11 Number of solutions: 1000 Number of species: 20 Number of active species: 12 Has fitness improved: no Number of generations without improvement: 1 Average fitness: 0.439032 Best fitness: 0.746685 Innovation number: 38 Average genome size: 7.735000 Average connection genes: 3.924000 Average field genes: 3.811000 Best solution: [solution 10918 [ fit.: 0.746685, part.: (0.000000, 0.997690, 0.998858, 0.988028, ), spec.: 0, adj.fit.: 0.004014, age: 1, parents (9148, 9007), genome ( 3 field genes, 2 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), } connection genes {cg (2-3, innov: 0, enabled: true), cg (1-3, innov: 8, enabled: true), }, last mutations{}]]
Current generation: 12 Number of solutions: 1000 Number of species: 23 Number of active species: 15 Has fitness improved: no Number of generations without improvement: 2 Average fitness: 0.416471 Best fitness: 0.746538 Innovation number: 39 Average genome size: 8.152000 Average connection genes: 4.300000 Average field genes: 3.852000 Best solution: [solution 10918 [ fit.: 0.746538, part.: (0.000000, 0.997520, 0.998864, 0.987492, ), spec.: 0, adj.fit.: 0.005044, age: 2, parents (9148, 9007), genome ( 3 field genes, 2 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), } connection genes {cg (2-3, innov: 0, enabled: true), cg (1-3, innov: 8, enabled: true), }, last mutations{}]]
Current generation: 13 Number of solutions: 1000 Number of species: 28 Number of active species: 20 Has fitness improved: no Number of generations without improvement: 3 Average fitness: 0.403456 Best fitness: 0.746755 Innovation number: 40 Average genome size: 8.401000 Average connection genes: 4.520000 Average field genes: 3.881000 Best solution: [solution 10918 [ fit.: 0.746755, part.: (0.000000, 0.997609, 0.998869, 0.988463, ), spec.: 0, adj.fit.: 0.006275, age: 3, parents (9148, 9007), genome ( 3 field genes, 2 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), } connection genes {cg (2-3, innov: 0, enabled: true), cg (1-3, innov: 8, enabled: true), }, last mutations{}]]
Current generation: 14 Number of solutions: 1000 Number of species: 33 Number of active species: 24 Has fitness improved: no Number of generations without improvement: 4 Average fitness: 0.416645 Best fitness: 0.746675 Innovation number: 40 Average genome size: 8.580000 Average connection genes: 4.671000 Average field genes: 3.909000 Best solution: [solution 10918 [ fit.: 0.746675, part.: (0.000000, 0.997590, 0.998851, 0.988111, ), spec.: 0, adj.fit.: 0.008205, age: 4, parents (9148, 9007), genome ( 3 field genes, 2 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), } connection genes {cg (2-3, innov: 0, enabled: true), cg (1-3, innov: 8, enabled: true), }, last mutations{}]]
Current generation: 15 Number of solutions: 1000 Number of species: 34 Number of active species: 25 Has fitness improved: no Number of generations without improvement: 5 Average fitness: 0.427244 Best fitness: 0.746785 Innovation number: 42 Average genome size: 8.664000 Average connection genes: 4.736000 Average field genes: 3.928000 Best solution: [solution 15060 [ fit.: 0.746785, part.: (0.000000, 0.997475, 0.998851, 0.988802, ), spec.: 0, adj.fit.: 0.010230, age: 0, parents (10918, 14120), genome ( 3 field genes, 2 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), } connection genes {cg (2-3, innov: 0, enabled: true), cg (1-3, innov: 8, enabled: true), }, last mutations{ (mutated)}]]
Current generation: 16 Number of solutions: 1000 Number of species: 41 Number of active species: 32 Has fitness improved: no Number of generations without improvement: 6 Average fitness: 0.437601 Best fitness: 0.747114 Innovation number: 44 Average genome size: 8.796000 Average connection genes: 4.834000 Average field genes: 3.962000 Best solution: [solution 16196 [ fit.: 0.747114, part.: (0.994024, 0.000000, 0.998438, 0.995384, ), spec.: 1, adj.fit.: 0.003912, age: 0, parents (15204, 15004), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{[fg 1 (fg nf tau -5.000000)(fg nf rest. lvl. -0.500000)] [fg 2 (fg gk amp.-0.500000)] [fg 3 (fg gk amp.-0.500000)]  (mutated)}]]
Current generation: 17 Number of solutions: 1000 Number of species: 47 Number of active species: 37 Has fitness improved: no Number of generations without improvement: 7 Average fitness: 0.444232 Best fitness: 0.747063 Innovation number: 47 Average genome size: 8.925000 Average connection genes: 4.920000 Average field genes: 4.005000 Best solution: [solution 17023 [ fit.: 0.747063, part.: (0.994453, 0.000000, 0.998448, 0.994577, ), spec.: 6, adj.fit.: 0.009830, age: 0, parents (16196, 16359), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{[fg 2 (fg gk width -0.500000)(fg gk amp.-0.500000)] [fg 3 (fg gk width -0.500000)(fg gk amp.-0.500000)] [fg 4 (fg gk width -0.500000)]  (mutated)}]]
Current generation: 18 Number of solutions: 1000 Number of species: 50 Number of active species: 40 Has fitness improved: no Number of generations without improvement: 8 Average fitness: 0.454258 Best fitness: 0.747080 Innovation number: 49 Average genome size: 9.075000 Average connection genes: 5.023000 Average field genes: 4.052000 Best solution: [solution 17023 [ fit.: 0.747080, part.: (0.994334, 0.000000, 0.998453, 0.994800, ), spec.: 6, adj.fit.: 0.009223, age: 1, parents (16196, 16359), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{}]]
Current generation: 19 Number of solutions: 1000 Number of species: 54 Number of active species: 43 Has fitness improved: no Number of generations without improvement: 9 Average fitness: 0.459695 Best fitness: 0.747239 Innovation number: 51 Average genome size: 9.318000 Average connection genes: 5.220000 Average field genes: 4.098000 Best solution: [solution 16196 [ fit.: 0.747239, part.: (0.994044, 0.000000, 0.998447, 0.995969, ), spec.: 1, adj.fit.: 0.006793, age: 3, parents (15204, 15004), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{}]]
Current generation: 20 Number of solutions: 1000 Number of species: 57 Number of active species: 44 Has fitness improved: no Number of generations without improvement: 0 Average fitness: 0.456307 Best fitness: 0.747394 Innovation number: 52 Average genome size: 8.940000 Average connection genes: 4.940000 Average field genes: 4.000000 Best solution: [solution 20759 [ fit.: 0.747394, part.: (0.995401, 0.000000, 0.998072, 0.995612, ), spec.: 1, adj.fit.: 0.002688, age: 0, parents (17023, 19121), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: false), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{[fg 1 (fg gk amp.-0.500000)] [fg 2 (fg gk width -0.500000)] [fg 3 (fg gk width -0.500000)(fg gk amp.-0.500000)] [fg 4 (fg gk width 0.500000)(fg gk amp.0.500000)] [cg 2-3 (cg mhk width exc. -0.500000)(cg mhk amp. inh. -0.500000)(cg mhk width inh. -0.500000)] [cg 2-4 (cg gk amp.-0.500000)]  (mutated)}]]
Current generation: 21 Number of solutions: 1000 Number of species: 62 Number of active species: 30 Has fitness improved: no Number of generations without improvement: 1 Average fitness: 0.451585 Best fitness: 0.747290 Innovation number: 53 Average genome size: 8.921000 Average connection genes: 4.921000 Average field genes: 4.000000 Best solution: [solution 17023 [ fit.: 0.747290, part.: (0.994478, 0.000000, 0.998457, 0.995670, ), spec.: 1, adj.fit.: 0.004585, age: 4, parents (16196, 16359), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{}]]
Current generation: 22 Number of solutions: 1000 Number of species: 66 Number of active species: 34 Has fitness improved: no Number of generations without improvement: 2 Average fitness: 0.465306 Best fitness: 0.747659 Innovation number: 56 Average genome size: 8.979000 Average connection genes: 4.978000 Average field genes: 4.001000 Best solution: [solution 22853 [ fit.: 0.747659, part.: (0.996701, 0.000000, 0.999088, 0.993785, ), spec.: 19, adj.fit.: 0.012257, age: 0, parents (21444, 21445), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{[fg 1 (fg gk amp.-0.500000)] [fg 2 (fg gk width 0.500000)] [fg 3 (fg gk amp.-0.500000)] [fg 4 (fg gk width 0.500000)]  (mutated)}]]
Current generation: 23 Number of solutions: 1000 Number of species: 70 Number of active species: 37 Has fitness improved: no Number of generations without improvement: 3 Average fitness: 0.444912 Best fitness: 0.747661 Innovation number: 59 Average genome size: 8.967000 Average connection genes: 4.965000 Average field genes: 4.002000 Best solution: [solution 22853 [ fit.: 0.747661, part.: (0.996700, 0.000000, 0.999083, 0.993809, ), spec.: 2, adj.fit.: 0.006030, age: 1, parents (21444, 21445), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{}]]
Current generation: 24 Number of solutions: 1000 Number of species: 74 Number of active species: 41 Has fitness improved: no Number of generations without improvement: 4 Average fitness: 0.454935 Best fitness: 0.747676 Innovation number: 60 Average genome size: 9.017000 Average connection genes: 5.004000 Average field genes: 4.013000 Best solution: [solution 22853 [ fit.: 0.747676, part.: (0.996629, 0.000000, 0.999089, 0.993958, ), spec.: 6, adj.fit.: 0.009008, age: 2, parents (21444, 21445), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{}]]
Current generation: 25 Number of solutions: 1000 Number of species: 77 Number of active species: 41 Has fitness improved: no Number of generations without improvement: 5 Average fitness: 0.448384 Best fitness: 0.747654 Innovation number: 62 Average genome size: 9.044000 Average connection genes: 5.029000 Average field genes: 4.015000 Best solution: [solution 22853 [ fit.: 0.747654, part.: (0.996778, 0.000000, 0.999093, 0.993657, ), spec.: 1, adj.fit.: 0.006179, age: 3, parents (21444, 21445), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{}]]
Current generation: 26 Number of solutions: 1000 Number of species: 79 Number of active species: 42 Has fitness improved: no Number of generations without improvement: 6 Average fitness: 0.438524 Best fitness: 0.747700 Innovation number: 63 Average genome size: 9.108000 Average connection genes: 5.073000 Average field genes: 4.035000 Best solution: [solution 22853 [ fit.: 0.747700, part.: (0.996667, 0.000000, 0.999085, 0.994041, ), spec.: 6, adj.fit.: 0.006336, age: 4, parents (21444, 21445), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{}]]
Current generation: 27 Number of solutions: 1000 Number of species: 86 Number of active species: 46 Has fitness improved: no Number of generations without improvement: 7 Average fitness: 0.451127 Best fitness: 0.747802 Innovation number: 66 Average genome size: 9.143000 Average connection genes: 5.097000 Average field genes: 4.046000 Best solution: [solution 22853 [ fit.: 0.747802, part.: (0.996741, 0.000000, 0.999090, 0.994449, ), spec.: 6, adj.fit.: 0.008798, age: 5, parents (21444, 21445), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{}]]
Current generation: 28 Number of solutions: 1000 Number of species: 94 Number of active species: 52 Has fitness improved: no Number of generations without improvement: 8 Average fitness: 0.445224 Best fitness: 0.747758 Innovation number: 68 Average genome size: 9.393000 Average connection genes: 5.263000 Average field genes: 4.130000 Best solution: [solution 22853 [ fit.: 0.747758, part.: (0.996774, 0.000000, 0.999084, 0.994194, ), spec.: 29, adj.fit.: 0.046735, age: 6, parents (21444, 21445), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{}]]
Current generation: 29 Number of solutions: 1000 Number of species: 97 Number of active species: 50 Has fitness improved: no Number of generations without improvement: 9 Average fitness: 0.448844 Best fitness: 0.747610 Innovation number: 71 Average genome size: 9.613000 Average connection genes: 5.416000 Average field genes: 4.197000 Best solution: [solution 22853 [ fit.: 0.747610, part.: (0.996796, 0.000000, 0.999081, 0.993434, ), spec.: 6, adj.fit.: 0.011158, age: 7, parents (21444, 21445), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{}]]
Current generation: 30 Number of solutions: 1000 Number of species: 98 Number of active species: 48 Has fitness improved: no Number of generations without improvement: 0 Average fitness: 0.454914 Best fitness: 0.747908 Innovation number: 71 Average genome size: 9.000000 Average connection genes: 5.000000 Average field genes: 4.000000 Best solution: [solution 30448 [ fit.: 0.747908, part.: (0.996777, 0.000000, 0.999550, 0.994245, ), spec.: 8, adj.fit.: 0.021997, age: 0, parents (22853, 29099), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{[fg 1 ] [fg 2 (fg gk width -0.500000)(fg gk amp.-0.500000)(fg gk amp. glob.-0.050000)] [fg 3 ] [cg 1-4 ] [cg 2-3 (cg mhk amp. exc. -0.500000)(cg mhk amp. inh. -0.500000)] [cg 2-4 (cg to inhibitory)]  (mutated)}]]
Current generation: 31 Number of solutions: 1000 Number of species: 100 Number of active species: 30 Has fitness improved: no Number of generations without improvement: 1 Average fitness: 0.446292 Best fitness: 0.747916 Innovation number: 74 Average genome size: 9.004000 Average connection genes: 5.003000 Average field genes: 4.001000 Best solution: [solution 30448 [ fit.: 0.747916, part.: (0.996733, 0.000000, 0.999549, 0.994340, ), spec.: 1, adj.fit.: 0.007191, age: 1, parents (22853, 29099), genome ( 4 field genes, 5 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: INPUT), fg (id: 3, type: OUTPUT), fg (id: 4, type: HIDDEN), } connection genes {cg (1-3, innov: 3, enabled: true), cg (1-4, innov: 4, enabled: true), cg (4-3, innov: 5, enabled: true), cg (2-3, innov: 9, enabled: true), cg (2-4, innov: 31, enabled: true), }, last mutations{}]]
